quality_4,quality_3,Row_composition_average,Period_composition_average,Electronegativity_difference,ThermalConductivity_difference,SpaceGroupNumber_composition_average,Column_composition_average,SpecificHeatCapacity_composition_average,ShearModulus_difference,BCCvolume_padiff_difference,Group_composition_average,BCCvolume_padiff_arithmetic_average,ThermalExpansionCoefficient_composition_average,HeatCapacityMass_composition_average,ElectricalConductivity_difference,ThermalExpansionCoefficient_difference,BCCfermi_composition_average,NpValence_composition_average,MendeleevNumber_arithmetic_average,AtomicNumber_composition_average,MeltingT_difference,MendeleevNumber_difference,Group_difference,BCCvolume_padiff_composition_average
0.0,0.0,3.94,3.94,0.5799999999999998,379.1,200.2,4.800000000000001,0.7190000000000001,99.0,0.0,4.800000000000001,-0.073,9.268999999999998,0.71911,58.400000000000006,10.8,5.1591993765,0.0,55.8,26.72,770.23,24.0,9.0,-0.1998
0.0,0.0,3.9288,3.9288,0.5799999999999998,379.1,199.8125,4.6875,0.733619,99.0,0.0,4.6875,-0.073,9.16398,0.7337152,58.400000000000006,10.8,5.22294270936,0.0,55.8,26.655900000000003,770.23,24.0,9.0,-0.209261
0.0,0.0,3.9175,3.9175,0.5799999999999998,379.1,199.425,4.575,0.7482624999999999,99.0,0.0,4.575,-0.073,9.05925,0.7483449999999999,58.400000000000006,10.8,5.28656085225,0.0,55.8,26.590000000000003,770.23,24.0,9.0,-0.2186625
0.0,0.0,4.85,4.85,0.8099999999999998,387.5,207.95,6.95,0.41535,62.0,0.5625,6.95,0.258125,11.47,0.41735,58.8,17.900000000000002,7.200548174,0.25,52.75,40.25000000000001,794.53,60.0,10.0,0.426875
0.0,0.0,4.8500000000000005,4.8500000000000005,0.8099999999999998,387.5,207.95,7.0,0.4124,62.0,0.5625,7.0,0.258125,11.625,0.4144,58.8,17.900000000000002,7.1646955335,0.25,52.75,40.3,794.53,60.0,10.0,0.426875
0.0,0.0,4.85,4.85,0.8099999999999998,387.5,207.95,7.050000000000001,0.40945,62.0,0.5625,7.050000000000001,0.258125,11.78,0.41145,58.8,17.900000000000002,7.128842893,0.25,52.75,40.35,794.53,60.0,10.0,0.426875
0.0,0.0,4.8500000000000005,4.8500000000000005,0.8099999999999998,387.5,206.4,6.95,0.41125,62.0,0.5625,6.95,0.2455,11.605,0.41325,58.8,17.900000000000002,7.216926645,0.25,53.8,40.25,834.53,60.0,10.0,0.436125
0.0,0.0,4.2,4.2,0.3000000000000002,400.765,180.4,11.3,0.4113,32.0,8.470238095000001,11.3,-2.08255952375,36.41,0.4113,60.7,115.2,5.911571866999999,0.6,67.5,32.9,1510.75,22.0,5.0,-1.654047619
0.0,0.0,4.11,4.11,0.5799999999999998,379.1,211.05,7.77,0.4248699999999999,43.0,0.595,7.77,-0.06875,12.378,0.42521,58.400000000000006,10.8,3.9426479543,0.0,53.0,27.75,770.23,21.0,7.0,0.0075499999999999
0.0,0.0,3.82,3.82,0.2099999999999999,53.2,223.33,8.45,0.50093,0.0,0.0,8.45,-0.53125,11.161,0.50093,11.199999999995,7.1000000000000005,6.7942236477,0.09,63.5,24.11,537.0,17.0,5.0,-0.095625
0.0,0.0,4.9,4.9,0.3000000000000002,76.2,225.1,10.2,0.2668,0.0,5.89,10.2,-2.885,11.340000000000002,0.2673999999999999,9.9996,9.2,5.423360455,0.1,70.0,44.400000000000006,141.04999999999995,16.0,4.0,-0.2345
0.0,0.0,4.5,4.5,0.3000000000000002,76.2,225.5,11.0,0.358,0.0,5.89,11.0,-2.885,9.5,0.361,9.9996,9.2,6.368845555,0.5,70.0,38.0,141.04999999999995,16.0,4.0,-1.4125
0.0,0.0,3.95,3.95,0.24,177.3,194.0,3.3,0.81945,99.0,0.0,3.3,-0.2675,7.66,0.81945,22.7,5.6000000000000005,5.5818710935,0.0,55.5,27.4,568.0,23.0,2.0,-0.32075
0.0,0.0,3.26,3.26,0.03,178.1,194.0,3.26,1.00474,88.0,0.24,3.26,0.03,9.599,1.00537,22.4,2.700000000000001,4.8705354507,0.0,55.0,15.34,381.0,24.0,2.0,0.0611999999999999
0.0,0.0,4.64,4.64,0.3000000000000002,76.2,225.36,10.72,0.32608,0.0,5.89,10.72,-2.885,10.144,0.32824,9.9996,9.2,6.03792577,0.36,70.0,40.24,141.04999999999995,16.0,4.0,-1.0002
0.0,0.0,5.472,5.472,0.6400000000000001,257.1,225.16800000000003,11.666,0.202544,0.0,5.86,11.666,-3.328333333333333,12.0526,0.2043299999999999,48.799997,11.6,6.108956983319999,0.444,74.33333333333333,67.054,475.5999999999999,13.0,3.0,-1.04391
0.0,0.0,3.5,3.5,0.71,411.8,200.2,4.325,0.7863249999999999,59.0,0.0,4.325,0.0408333333333333,21.9475,0.788075,61.1,18.9,4.08838652375,0.0,56.5,19.825,1106.3200000000002,57.0,10.0,0.015
0.0,0.0,4.22,4.22,0.6299999999999999,126.1,214.67,8.110000000000001,0.4185400000000001,58.0,0.595,8.110000000000001,-2.361666666666667,10.965,0.41901,14.5996,19.4,4.891476239299999,0.1,58.83333333333334,30.070000000000004,2244.92,37.0,10.0,-0.3818
0.0,0.0,4.225,4.225,0.3000000000000002,400.765,180.4,11.3,0.4063,32.0,8.470238095000001,11.3,-2.08255952375,36.37,0.4063,60.7,115.2,5.91385178375,0.6,67.5,33.35,1510.75,22.0,5.0,-1.652797619
0.0,0.0,4.225,4.225,0.3000000000000002,400.765,180.4,11.275,0.407775,32.0,8.470238095000001,11.275,-2.08255952375,36.2925,0.407775,60.7,115.2,5.931778103999999,0.6,67.5,33.325,1510.75,22.0,5.0,-1.652797619
0.0,0.0,4.199999999999999,4.199999999999999,0.3000000000000002,400.765,180.4,11.325,0.409825,32.0,8.470238095000001,11.325,-2.08255952375,36.4875,0.409825,60.7,115.2,5.893645546749999,0.6,67.5,32.925,1510.75,22.0,5.0,-1.654047619
0.0,0.0,4.2,4.2,0.3000000000000002,400.765,180.4,11.25,0.41425,32.0,8.470238095000001,11.25,-2.08255952375,36.255,0.41425,60.7,115.2,5.947424507499999,0.6,67.5,32.849999999999994,1510.75,22.0,5.0,-1.654047619
0.0,0.0,4.25,4.25,0.3000000000000002,400.765,180.4,11.25,0.40425,32.0,8.470238095000001,11.25,-2.08255952375,36.175,0.40425,60.7,115.2,5.951984340999999,0.6,67.5,33.75,1510.75,22.0,5.0,-1.651547619
0.0,0.0,4.25,4.25,0.3000000000000002,400.765,180.4,11.3,0.4013,32.0,8.470238095000001,11.3,-2.08255952375,36.33,0.4013,60.7,115.2,5.916131700499999,0.6,67.5,33.8,1510.75,22.0,5.0,-1.651547619
0.0,0.0,4.175,4.175,0.3000000000000002,400.765,180.4,11.3,0.4163,32.0,8.470238095000001,11.3,-2.08255952375,36.45,0.4163,60.7,115.2,5.90929195025,0.6,67.5,32.45,1510.75,22.0,5.0,-1.655297619
0.0,0.0,3.6,3.6,0.77,139.5,198.65,3.35,0.8091,60.0,0.0,3.35,0.0533333333333333,20.405,0.8111999999999999,20.8,17.9,4.141849882500001,0.0,49.333333333333336,21.6,805.0,49.0,8.0,0.0185
0.0,0.0,3.65,3.65,0.77,139.5,200.2,3.75,0.7802999999999999,60.0,0.0,3.75,0.0533333333333333,19.835,0.7822499999999999,20.8,17.9,4.192316738000001,0.0,49.333333333333336,22.4,805.0,49.0,8.0,0.0195
0.0,0.0,3.45,3.45,0.77,139.5,198.65,3.3,0.8506,60.0,0.0,3.3,0.0533333333333333,21.3,0.85285,20.8,17.9,4.1738519105,0.0,49.333333333333336,19.2,805.0,49.0,8.0,0.01
0.0,0.0,3.33,3.33,0.77,139.5,199.58,3.49,0.87482,60.0,0.0,3.49,0.0533333333333333,21.853,0.8771299999999999,20.8,17.9,4.236134051800001,0.0,49.333333333333336,17.28,805.0,49.0,8.0,0.0020999999999999
0.0,0.0,3.2,3.2,0.77,139.5,195.55,2.45,0.9497,60.0,0.0,2.45,0.0533333333333333,23.335,0.9524,20.8,17.9,4.1049202275,0.0,49.333333333333336,15.2,805.0,49.0,8.0,-0.0005
0.0,0.0,3.4,3.4,0.77,139.5,197.1,2.9,0.8794,60.0,0.0,2.9,0.0533333333333333,21.87,0.8817999999999999,20.8,17.9,4.123385055,0.0,49.333333333333336,18.4,805.0,49.0,8.0,0.009
0.0,0.0,3.45,3.45,0.6799999999999999,383.8,201.75,4.35,0.78925,31.0,0.0,4.35,0.055,21.375,0.7909999999999999,58.900000000000006,13.5,4.074089879,0.0,48.0,18.95,876.0,56.0,9.0,0.0125
0.0,0.0,3.5500000000000003,3.5500000000000003,0.7,390.4,201.75,4.35,0.7828499999999999,31.0,0.0,4.35,0.1933333333333333,20.045,0.7846999999999998,59.900000000000006,26.8,4.090729155,0.0,53.0,21.450000000000003,663.0,41.0,9.0,0.0539999999999999
0.0,0.0,4.85,4.85,0.8099999999999998,223.5,207.95,6.9,0.4183,62.0,0.5625,6.9,0.3408333333333334,11.315,0.4203,35.800000000000004,17.900000000000002,7.2364008145,0.25,49.0,40.2,794.53,60.0,10.0,0.426875
0.0,0.0,4.85,4.85,0.7999999999999998,387.5,207.95,7.1000000000000005,0.4065,34.0,0.5625,7.1000000000000005,0.3408333333333334,11.935,0.4085,58.8,17.900000000000002,7.0929902525,0.25,50.0,40.4,424.3,60.0,10.0,0.426875
0.0,0.0,5.18,5.18,0.7999999999999998,387.5,204.54,6.0,0.3284,34.0,0.5625,6.0,0.3408333333333334,9.966,0.33128,58.8,17.900000000000002,7.094186967800001,0.14,50.0,45.24,424.3,60.0,10.0,0.44145
0.0,0.0,4.2,4.2,0.2900000000000002,90.465,180.4,11.0,0.429,32.0,8.470238095000001,11.0,-2.780079365,35.48,0.429,14.6,115.2,6.126687710000001,0.6,68.66666666666667,32.599999999999994,1510.75,22.0,5.0,-1.654047619
0.0,0.0,4.6,4.6,0.3000000000000002,329.2,225.34,10.739999999999998,0.32998,4.0,5.89,10.739999999999998,-1.92,10.518,0.33202,60.6996,13.9,5.9421565462,0.34,68.0,39.540000000000006,470.28,16.0,4.0,-0.9443
0.0,0.0,4.63,4.63,0.3000000000000002,329.2,225.33,10.7,0.3248799999999999,4.0,5.89,10.7,-1.92,10.47,0.32686,60.6996,13.9,5.9346844083,0.33,68.0,40.04,470.28,16.0,4.0,-0.91385
0.0,0.0,4.61,4.61,0.3000000000000002,329.2,225.33,10.72,0.3277,4.0,5.89,10.72,-1.92,10.564,0.32968,60.6996,13.9,5.918519418700001,0.33,68.0,39.7,470.28,16.0,4.0,-0.91485
0.0,0.0,4.4,4.4,0.3099999999999998,37.0,226.6,8.0,0.3724,38.0,0.01,8.0,0.005,10.96,0.3724,8.0,6.1000000000000005,5.018204334,0.0,54.0,33.2,1022.0,14.0,5.0,0.006
0.0,0.0,3.850000000000001,3.850000000000001,0.6499999999999999,84.0,214.15,4.0,0.65115,35.6,0.0,4.0,-0.2533333333333333,24.255,0.6516,14.400000000000002,7.899999999999999,3.2780082864999995,0.0,48.0,20.8,422.3200000000001,62.0,10.0,-0.579
0.0,0.0,4.449999999999999,4.449999999999999,0.3799999999999999,400.765,180.4,11.325,0.374875,17.0,8.470238095000001,11.325,-2.0725595237500003,35.8425,0.3754,60.7,118.2,6.343778250250001,0.6,68.0,39.875,1724.1,21.0,5.0,-1.652047619
0.0,0.0,4.24,4.24,0.3000000000000002,400.765,180.4,11.26,0.40566,32.0,8.470238095000001,11.26,-2.08255952375,36.222,0.40566,60.7,115.2,5.943901846199999,0.6,67.5,33.58,1510.75,22.0,5.0,-1.652047619
0.0,0.0,4.232,4.232,0.3000000000000002,400.765,180.4,11.28,0.40608,32.0,8.470238095000001,11.28,-2.08255952375,36.296800000000005,0.40608,60.7,115.2,5.928831216640001,0.6,67.5,33.456,1510.75,22.0,5.0,-1.652447619
0.0,0.0,3.85,3.85,0.5799999999999998,379.1,198.65,4.62,0.7032200000000001,99.0,0.595,4.62,-0.073,9.507,0.70362,58.400000000000006,10.8,4.5450173938,0.0,55.8,23.92,770.23,24.0,9.0,-0.06775
0.0,0.0,3.87,3.87,0.9400000000000002,120.8,214.3,8.2,0.50356,95.0,0.64,8.2,-0.1667857142857142,9.669000000000002,0.50359,17.899999999995,8.3,6.9483893177,0.15,48.57142857142857,25.360000000000003,1128.0,60.0,10.0,-0.182325
0.0,0.0,3.74,3.74,1.3299999999999998,120.8,219.27,8.52,0.49178,95.0,0.0,8.52,0.0070833333333333,7.729000000000001,0.49188,17.299999999995002,10.8,7.4840837222,0.36,52.5,23.94,2024.0,65.0,11.0,0.0805499999999999
0.0,0.0,3.723404255319149,3.723404255319149,1.3299999999999998,120.8,218.27659574468083,8.563829787234043,0.4942127659574468,95.0,0.98,8.563829787234043,0.0339285714285714,7.481914893617021,0.4943191489361702,17.899999999995,12.0,7.546684393085106,0.3829787234042553,53.285714285714285,23.81914893617021,2055.0,65.0,11.0,0.0877659574468084
0.0,0.0,3.65,3.65,1.0000000000000002,418.4,201.75,4.3,0.7682999999999999,31.0,0.0,4.3,0.102,19.930000000000003,0.7701499999999999,62.1,26.8,4.114842634,0.0,57.2,23.2,905.05,41.0,9.0,0.0494999999999999
0.0,0.0,4.510000000000001,4.510000000000001,0.5799999999999998,378.3,206.97700000000003,6.815000000000001,0.3796420000000001,50.0,0.0,6.815000000000001,0.003,10.207400000000002,0.3793330000000001,58.400000000000006,17.400000000000002,4.74570504495,0.103,57.8,33.995000000000005,1816.53,29.0,9.0,-0.212165
0.0,0.0,4.35,4.35,0.5499999999999998,214.3,200.2,7.050000000000001,0.43815,49.0,0.0,7.050000000000001,0.0633333333333333,11.005,0.43755,35.400000000000006,17.400000000000002,5.4133462265,0.2,58.33333333333333,31.35,1194.53,29.0,9.0,-0.108
0.0,0.0,4.325,4.325,0.5499999999999998,214.3,200.975,7.15,0.450125,49.0,0.0,7.15,0.0633333333333333,11.2575,0.44945,35.400000000000006,17.400000000000002,5.4539376935,0.225,58.33333333333333,31.0,1194.53,29.0,9.0,-0.101875
0.0,0.0,4.36,4.36,0.5699999999999998,378.3,202.06,7.15,0.43084,49.0,0.0,7.15,0.05,11.149,0.43027,58.400000000000006,17.400000000000002,5.2737923869,0.19,59.75,31.63,1194.53,29.0,9.0,-0.1234
0.0,0.0,3.78,3.78,0.2099999999999999,53.2,222.07,8.55,0.51247,0.0,0.0,8.55,-0.53125,11.019,0.51247,11.199999999995,7.1000000000000005,6.870385918299999,0.11,63.5,23.69,537.0,17.0,5.0,-0.116875
0.0,0.0,3.66,3.66,0.2099999999999999,53.2,218.29,8.85,0.5470900000000001,0.0,0.0,8.85,-0.53125,10.593,0.5470900000000001,11.199999999995,7.1000000000000005,7.0988727301,0.17,63.5,22.43,537.0,17.0,5.0,-0.180625
0.0,0.0,3.66,3.66,0.2099999999999999,63.7,216.63,9.68,0.545015,6.0,1.0725,9.68,-0.3508333333333333,11.257,0.545015,14.599999999995,8.7,6.5362568483,0.17,62.66666666666666,23.26,620.0,17.0,5.0,-0.176475
0.0,0.0,3.65,3.65,0.1600000000000001,121.0,196.15,10.15,0.52335,0.0,6.025,10.15,-2.2325,10.61,0.52515,17.899999999995,10.4,7.118433953,0.4,69.33333333333333,22.85,661.0,20.0,5.0,-0.8345
0.0,0.0,3.68,3.68,0.2099999999999999,121.0,221.87,9.15,0.53757,0.0,0.0,9.15,-2.2975,10.099,0.53877,11.199999999995,9.2,7.2166780433,0.31,68.33333333333333,22.49,661.0,23.0,6.0,-0.699875
0.0,0.0,3.58,3.58,0.1400000000000001,121.0,215.13,10.830000000000002,0.5634199999999999,0.0,5.84,10.830000000000002,-2.2941666666666665,11.057,0.56438,14.599999999995,10.8,6.3591307401,0.33,70.33333333333333,22.97,661.0,17.0,4.0,-0.639525
0.0,0.0,3.73,3.73,0.7199999999999998,79.965,197.04,9.33,0.5088,0.0,0.0,9.33,-2.483412698333334,26.020000000000003,0.5088,11.2,126.0,7.0773443814000006,0.53,71.66666666666667,23.17,3505.7,28.0,7.0,-1.0261309523500002
0.0,0.0,4.95,4.95,0.3699999999999999,90.465,169.25,11.25,0.33685,15.0,8.460238095000001,11.25,-2.7834126983333336,39.04,0.33865,14.6,118.2,7.913392731,0.75,69.0,54.75,1724.1,22.0,5.0,-2.07105952375
0.0,0.0,4.376,4.376,0.3099999999999998,37.0,226.504,8.120000000000001,0.376696,38.0,0.01,8.120000000000001,0.005,11.1064,0.376696,8.0,6.1000000000000005,5.02285962456,0.0,54.0,32.888000000000005,1022.0,14.0,5.0,0.00624
0.0,0.0,4.65,4.65,0.5999999999999999,406.3,207.95,7.15,0.31115,18.0,0.0,7.15,-0.1883333333333333,10.8,0.31115,60.6,13.2,4.2632627325,0.0,57.66666666666666,36.85,893.0699999999999,21.0,7.0,-0.25425
0.0,0.0,4.5,4.5,0.5999999999999999,406.3,212.6,8.2,0.3272,18.0,0.0,8.2,-0.1883333333333333,12.42,0.3272,60.6,13.2,4.28586609,0.0,57.66666666666666,35.2,893.0699999999999,21.0,7.0,-0.186
0.0,0.0,4.45,4.45,0.5999999999999999,406.3,214.15,8.55,0.33255,18.0,0.0,8.55,-0.1883333333333333,12.96,0.33255,60.6,13.2,4.2934005425,0.0,57.66666666666666,34.65,893.0699999999999,21.0,7.0,-0.16325
0.0,0.0,4.35,4.35,0.93,229.0,225.0,5.15,0.5027999999999999,22.6,0.0,5.15,-0.54,21.11,0.5027999999999999,31.6,3.400000000000002,3.3004912504999995,0.0,36.0,29.45,119.93000000000006,58.0,9.0,-0.663
0.0,0.0,4.4670000000000005,4.4670000000000005,0.5499999999999998,214.3,198.123,6.532,0.398907,49.0,0.885,6.532,0.0633333333333333,9.9633,0.398508,35.400000000000006,17.400000000000002,5.20894289044,0.133,58.33333333333333,32.938,1194.53,29.0,9.0,-0.156415
0.0,0.0,4.432,4.432,0.5499999999999998,214.3,198.774,6.686,0.410968,49.0,0.885,6.686,0.0633333333333333,10.2776,0.410506,35.400000000000006,17.400000000000002,5.26981281998,0.154,58.33333333333333,32.462,1194.53,29.0,9.0,-0.14231
0.0,0.0,3.7,3.7,0.6100000000000001,81.0,220.35,3.65,0.7409,18.6,1.39,3.65,-0.1733333333333333,22.795,0.7409,15.300000000000004,2.5,3.804375822,0.15,49.33333333333333,17.75,192.0,66.0,11.0,-0.6004999999999999
0.0,0.0,4.406000000000001,4.406000000000001,0.5499999999999998,214.3,199.239,6.801,0.419726,49.0,0.885,6.801,0.0633333333333333,10.5094,0.419219,35.400000000000006,17.400000000000002,5.315203705169999,0.1689999999999999,58.33333333333333,32.109,1194.53,29.0,9.0,-0.131595
0.0,0.0,4.364,4.364,0.5499999999999998,214.3,200.014,6.985999999999999,0.4341320000000001,49.0,0.885,6.985999999999999,0.0633333333333333,10.886,0.43355,35.400000000000006,17.400000000000002,5.3883053617,0.1939999999999999,58.33333333333333,31.538,1194.53,29.0,9.0,-0.11459
0.0,0.0,3.65,3.65,0.6100000000000001,81.0,220.35,4.2,0.7535499999999999,18.6,1.39,4.2,-0.1733333333333333,22.835,0.7534,15.300000000000004,2.5,4.0478083145,0.2,49.33333333333333,17.4,192.0,66.0,11.0,-0.531
0.0,0.0,4.364,4.364,0.5499999999999998,214.3,200.572,6.968,0.44018,49.0,0.885,6.968,0.0633333333333333,10.9364,0.439544,35.400000000000006,17.400000000000002,5.38310866432,0.212,58.33333333333333,31.52,1194.53,29.0,9.0,-0.1217
0.0,0.0,4.331,4.331,0.5499999999999998,214.3,200.913,7.122,0.4485949999999999,49.0,0.885,7.122,0.0633333333333333,11.2081,0.447926,35.400000000000006,17.400000000000002,5.44304091978,0.223,58.33333333333333,31.08,1194.53,29.0,9.0,-0.1049249999999999
0.0,0.0,4.32,4.32,0.5499999999999998,214.3,200.82,7.18,0.44916,49.0,0.885,7.18,0.0633333333333333,11.28,0.4485,35.400000000000006,17.400000000000002,5.464943041,0.22,58.33333333333333,30.94,1194.53,29.0,9.0,-0.0967
0.0,0.0,4.295,4.295,0.5499999999999998,214.3,201.285,7.29,0.457775,49.0,0.885,7.29,0.0633333333333333,11.504500000000002,0.45707,35.400000000000006,17.400000000000002,5.508421562100001,0.235,58.33333333333333,30.6,1194.53,29.0,9.0,-0.086625
0.0,0.0,3.6,3.6,0.6100000000000001,81.0,221.9,5.3,0.7602,18.6,1.39,5.3,-0.1733333333333333,22.790000000000003,0.7595999999999999,15.300000000000004,2.5,4.4751217080000005,0.3,49.33333333333333,17.1,192.0,66.0,11.0,-0.4389999999999999
0.0,0.0,3.58,3.58,0.6100000000000001,81.0,221.9,5.5200000000000005,0.76526,18.6,1.39,5.5200000000000005,-0.1733333333333333,22.806,0.7646000000000001,15.300000000000004,2.5,4.572494705,0.32,49.33333333333333,16.96,192.0,66.0,11.0,-0.4111999999999999
0.0,0.0,3.65,3.65,0.6100000000000001,37.0,225.0,5.85,0.7355499999999999,18.6,1.39,5.85,-0.255,22.58,0.7344999999999999,6.400000000000002,0.8000000000000007,4.5994510175,0.35,40.0,17.55,181.53,66.0,11.0,-0.4635
0.0,0.0,4.65,4.65,0.8099999999999998,223.5,209.5,7.55,0.4766,62.0,0.5625,7.55,0.3408333333333334,12.695,0.47805,35.800000000000004,17.900000000000002,7.3692708985,0.35,49.0,37.25,794.53,60.0,10.0,0.44175
0.0,0.0,4.5,4.5,0.8099999999999998,223.5,211.05,8.05,0.5121,62.0,0.5625,8.05,0.3408333333333334,13.59,0.51315,35.800000000000004,17.900000000000002,7.368726937,0.4,49.0,35.05,794.53,60.0,10.0,0.435125
0.0,0.0,3.25,3.25,0.6599999999999999,219.8,220.35,11.8,0.81605,49.0,0.275,11.8,0.2666666666666666,21.415,0.8133000000000001,35.900000000000006,11.8,7.229692088,0.85,47.66666666666666,16.3,865.53,61.0,10.0,0.40025
0.0,0.0,3.25,3.25,0.69,219.8,221.9,11.85,0.8172,50.0,0.43,11.85,0.205,21.435,0.8144500000000001,35.900000000000006,11.8,7.1774609765,0.85,48.66666666666666,16.35,865.53,61.0,10.0,0.391
0.0,0.0,3.2250000000000005,3.2250000000000005,0.6599999999999999,219.8,220.815,11.919999999999998,0.8244450000000001,49.0,0.275,11.919999999999998,0.2666666666666666,21.5835,0.82167,35.900000000000006,11.8,7.283130221199999,0.865,47.66666666666666,15.97,865.53,61.0,10.0,0.404225
0.0,0.0,3.2250000000000005,3.2250000000000005,0.69,219.8,222.21,11.964999999999998,0.8254800000000001,50.0,0.43,11.964999999999998,0.205,21.6015,0.822705,35.900000000000006,11.8,7.23612222085,0.865,48.66666666666666,16.015,865.53,61.0,10.0,0.3959
0.0,0.0,3.2,3.2,0.6599999999999999,219.8,221.28,12.04,0.83284,49.0,0.275,12.04,0.2666666666666666,21.752,0.83004,35.900000000000006,11.8,7.3365683544,0.88,47.66666666666666,15.64,865.53,61.0,10.0,0.4081999999999999
0.0,0.0,3.2,3.2,0.69,219.8,222.52,12.08,0.8337600000000001,50.0,0.43,12.08,0.205,21.768000000000004,0.83096,35.900000000000006,11.8,7.2947834652,0.88,48.66666666666666,15.68,865.53,61.0,10.0,0.4008
0.0,0.0,3.1750000000000003,3.1750000000000003,0.6599999999999999,219.8,221.745,12.16,0.8412350000000001,49.0,0.275,12.16,0.2666666666666666,21.9205,0.8384100000000001,35.900000000000006,11.8,7.3900064876,0.895,47.66666666666666,15.31,865.53,61.0,10.0,0.412175
0.0,0.0,3.1750000000000003,3.1750000000000003,0.69,219.8,222.83,12.195,0.84204,50.0,0.43,12.195,0.205,21.934500000000003,0.839215,35.900000000000006,11.8,7.35344470955,0.895,48.66666666666666,15.345,865.53,61.0,10.0,0.4057
0.0,0.0,4.8950000000000005,4.8950000000000005,0.6400000000000001,357.2,225.326,11.466,0.2989220000000001,21.0,0.19,11.466,-1.172,13.1312,0.3013680000000001,62.8996,16.299999999999997,6.078463620880001,0.326,67.0,52.436000000000014,593.1199999999999,16.0,4.0,-0.9386700000000002
0.0,0.0,4.1,4.1,0.24,177.3,194.0,3.4,0.7421,99.0,0.0,3.4,-0.2675,7.380000000000001,0.7421,22.7,5.6000000000000005,5.388468173,0.0,55.5,29.2,568.0,23.0,2.0,-0.3385
0.0,0.0,3.8,3.8,0.24,177.3,194.0,3.2,0.8968,99.0,0.0,3.2,-0.2675,7.939999999999999,0.8968,22.7,5.6000000000000005,5.775274014000001,0.0,55.5,25.6,568.0,23.0,2.0,-0.303
0.0,0.0,3.65,3.65,0.24,177.3,194.0,3.1,0.97415,99.0,0.0,3.1,-0.2675,8.22,0.97415,22.7,5.6000000000000005,5.9686769345,0.0,55.5,23.8,568.0,23.0,2.0,-0.28525
